,kialoUrlId,tags
495,do-we-need-to-abolish-capitalism-to-deal-with-climate-change-56165,"['Environment', 'Politics', 'Economics', 'Capitalism', 'Socialism', 'Ideology']"
496,namensfindung-der-vernetzungs-ag-64803,"['Vernetzung', 'Klima', 'Sozial', 'Demokratie', 'Bewegungen']"
497,can-religious-faith-and-science-coexist-10223,"['Religion', 'Science', 'Faith', 'Christianity', 'Epistemology']"
498,is-vigilantism-ever-permissible-13864,"['Society', 'Law']"
499,"should-the-primary-focus-of-prisons-be-rehabilitation,-or-punishment-2903","['Justice', 'Law', 'Ethics', 'Politics', 'Crime']"
500,is-political-correctness-detrimental-to-society-14247,"['Society', 'Philosophy', 'Culture', 'Politics']"
501,should-burning-the-us-flag-be-illegal-13817,"['Politics', 'Law', 'USA', 'Government', 'Democracy', 'Constitution']"
502,is-drag-turning-mainstream-hurting-lgbt-rights-30738,"['Drag', 'Trans', 'Gender', 'LGBTQ']"
503,are-the-gospels-historically-reliable-24180,"['Religion', 'Christianity', 'History']"
504,is-christian-nationalism-unamerican-59012,"['Religion', 'Nationalism', 'Myth', 'Politics']"
505,should-biden-cease-bombing-yemen-64987,"['Yemen', 'Houthi', 'UnitedStates', 'War', 'Terrorism']"
506,is-social-media-helping-or-harming-human-relationships-5763,"['Facebook', 'Relationships', 'SocialMedia']"
507,should-cannabis-be-federally-legalized-in-the-united-states-12228,"['Medicine', 'Marijuana', 'Drugs', 'Law', 'USA']"
508,gender-is-an-ill-defined-concept-and-should-thus-be-abolished.-30937,"['Gender', 'Sex', 'Male', 'Female', 'Feminism']"
509,should-the-un-have-terminated-its-mission-in-sudan-64868,"['Sudan', 'UN', 'UNITAMS', 'Africa']"
510,should-humans-tour-outer-space-21159,"['Technology', 'Space', 'Science', 'Earth', 'Humans', 'Society']"
511,does-bdsm-promote-violence-against-women-34316,"['Pornography', 'Sexism', 'Feminism', 'Gender', 'Equality']"
512,children-should-be-raised-in-atheism.-43827,"['Atheism', 'Religion', 'God']"
513,are-the-2024-pakistan-elections-legitimate-65039,"['Pakistan', 'Elections', 'Asia', 'Democracy']"
514,are-boycotts-are-a-net-positive-to-society-56588,"['Protest', 'Boycott', 'Ethics']"
515,what-is-the-best-diet-for-human-health-and-well-being-7121,"['Health', 'Humans', 'Society', 'Medicine', 'Food']"
516,should-western-countries-place-sanctions-on-israel-following-retaliatory-strikes-ordered-by-netanyahu-64148,"['Israel', 'Palestine', 'Sanctions', 'Conflict']"
517,is-the-existence-of-a-transcendent-creator-demonstrated-through-the-kalam-argument-33765,"['Religion', 'Philosophy', 'Science', 'God']"
518,should-we-replace-meat-with-insect-derived-protein-23982,"['Meat', 'Farming', 'Animals', 'Insects']"
519,is-keeping-ai-closed-source-safer-and-better-for-society-than-open-sourcing-ai-62470,"['AI', 'OpenSource', 'OpenScience', 'Technology', 'Software', 'Safety']"
520,how-did-our-universe-start-64112,"['Science', 'Earth', 'Origins', 'Universe']"
521,is-net-neutrality-necessary-8661,"['Internet', 'Politics', 'NetNeutrality', 'Technology']"
522,should-euthanasia-be-legalised-9791,"['Ethics', 'Law', 'Health', 'HumanRights']"
523,schools-should-teach-life-skills-such-as-cooking-and-driving-61561,"['Lifeskills', 'Teaching', 'Schools', 'Education']"
524,should-juveniles-who-commit-violent-crime-be-treated-as-adults-in-the-criminal-justice-system-47200,"['Crime', 'Crimes', 'Violence', 'Juveniles', 'Justice']"
525,was-donald-trump-a-good-president-6079,"['USA', 'Trump', 'Government', 'Politics', 'Society', 'America']"
526,does-the-gender-binary-correspond-to-the-sex-binary-7347,"['Sex', 'Gender', 'GenderTheory', 'Biology', 'Sociology']"
527,"does-mixed-martial-arts-(mma)-glorify-violence-and-if-so,-would-that-be-a-problem-37737","['MMA', 'Mixed', 'Martial', 'Arts', 'Violence']"
528,should-zoos-be-banned-2024,"['Animals', 'AnimalRights', 'Ethics']"
529,should-nuclear-energy-replace-fossil-fuels-9326,"['Science', 'Environment', 'Economics', 'ClimateChange']"
530,has-the-use-of-ai-in-workplaces-negatively-affected-the-quality-of-output-64698,"['AI', 'ChatGPT', 'Work', 'Productivity']"
531,should-private-prisons-be-banned-19191,"['Law', 'Society', 'Ethics', 'Politics']"
532,should-ear-piercing-of-newborns-be-banned-17841,"['Society', 'Law', 'Body', 'Lawreform']"
533,is-pope-francis-a-good-pope-9467,"['Religion', 'Christianity', 'Ethics', 'Catholicism', 'Pope']"
534,should-guns-be-reserved-for-law-enforcement-and-the-military-60309,"['Humans', 'Humanlife']"
535,is-premarital-sex-immoral-47027,"['Sex', 'Marriage', 'Ethics', 'Morality', 'Philosophy']"
536,is-it-ok-to-incentivise-moral-behaviour-21178,"['Ethics', 'Morality', 'Business', 'Philosophy']"
537,who-should-the-2024-democratic-nominee-be-53582,"['Politics', 'Democrats', 'Biden', 'America', 'Election']"
538,should-finland-have-joined-nato-62876,"['Security', 'War', 'Finland', 'NATO', 'Russia']"
539,is-enlightened-despotism-superior-to-democracy-14224,"['Politics', 'Law', 'Philosophy', 'Government', 'Economics', 'Democracy']"
540,should-warner-brothers-have-fired-amber-heard-from-aquaman-2-43249,"['Entertainment', 'DomesticViolence', 'Aquaman', 'Fantasticbeasts', 'JohnnyDepp', 'AmberHeard']"
541,do-paywalls-around-academic-publications-slow-scientific-progress-27658,"['Science', 'Academia', 'Publishing']"
542,is-equality-of-outcome-better-than-equality-of-opportunity-16790,"['Equality', 'Society', 'Economics', 'Government', 'Ethics']"
543,should-marijuana-be-as-legally-accessible-as-alcohol-32830,"['Beer', 'Marijuana', 'Law', 'Germany', 'Drugs', 'Alcohol']"
544,how-should-society-deal-with-convicted-pedophiles-1474,"['Justice', 'Law', 'Society', 'Children']"
545,should-children's-stories-be-subject-to-strict-moral-guidelines-64789,"['ChildrensLiterature', 'MoralEducation', 'StoryMorality', 'ParentalGuidance', 'YouthDevelopment', 'EthicsInFiction']"
546,logic-is-more-useful-for-human-advancement-than-emotion.-38189,"['Emotion', 'Logic']"
547,should-legacy-be-a-factor-in-college-admissions-30188,"['Education', 'College', 'Student', 'Wealth']"
548,"what-are-the-strengths-and-weaknesses-of-networked,-[[wikilinking]],-note-taking-apps-52165","['Wikilink', 'Bidirectional-link', 'Productivity', 'Note-taking', 'Pkm']"
549,all-software-should-be-open-source.-2971,"['Programming', 'Development', 'Software', 'Technology']"
550,china-is-still-communist-39687,"['China', 'Communist', 'Country']"
551,is-citizen-science-beneficial-to-science-8035,"['Science', 'Society', 'Culture', 'Capitalism', 'Technology']"
552,should-athletes-be-allowed-to-compete-in-their-chosen-gender-category-30279,"['Gender', 'Sports', 'Transgender']"
553,should-china-declare-support-for-palestine-64253,"['Politics', 'Palestine', 'Israel', 'China', 'Geopolitics']"
554,should-colleges-have-safe-spaces-33086,"['Politics', 'College', 'Discrimination']"
555,should-gratuitous-acts-of-violence-in-movies-and-television-shows-be-banned-1515,"['Westworld', 'Entertainment', 'Law', 'Murder', 'Philosophy']"
556,should-the-us-recognize-palestine-as-a-state-2091,"['USA', 'Israel', 'UN', 'Politics', 'Palestine']"
557,should-the-age-of-consent-be-lowered-to-fourteen-24839,"['Sex', 'Law', 'Children', 'Ethics']"
558,should-you-break-up-with-your-partner-if-they-are-magically-turned-into-a-worm-64765,"['Love', 'Magic', 'Random', 'Worm']"
559,best-pixar-movie-57546,"['Movies', 'Culture', 'Pixar', 'Animation', 'Disney']"
560,is-hamlet-mad-13604,"['Literature', 'History', 'Philosophy']"
561,who-should-the-republican-party-nominate-for-president-in-2024-50378,['Politics']
562,should-we-build-a-nuclear-power-plant-49478,['Environment']
563,edible-landscapes:-should-lawns-be-replaced-11175,"['Ethics', 'Science', 'Economics', 'Society', 'Food', 'Environment']"
564,is-cultural-diversity-beneficial-to-develop-a-successful-organisation-25000,"['Culture', 'Business', 'Economics', 'Society', 'Jobs']"
565,can-self-censorship-be-a-good-thing-28018,"['Censorship', 'FreeSpeech', 'Self-censorship']"
566,should-art-made-by-abusers-be-removed-from-cultural-institutions-9146,"['Ethics', 'Society', 'Art', 'Culture']"
567,is-freedom-of-sexuality-inducing-harm-33433,"['Sex', 'Culture', 'Queer', 'Sociology', 'Psychology', 'Publicity']"
568,is-christmas-best-celebrated-at-home-or-at-a-tourist-destination-64766,"['Christmas', 'Travel', 'Tourism', 'Holidays', 'Home']"
569,is-the-uk-nhs-(national-health-service)-sustainable-7396,"['Government', 'UK', 'Health']"
570,selbstverständnis-der-vernetzungs-ag-64831,"['Vernetzung', 'Demokratie', 'Klima', 'Sozial', 'Bewegung']"
571,modern-technology-is-a-disadvantage-to-society.-31689,"['Science', 'Technology', 'Intelligence']"
572,should-shark-culling-be-banned-27246,"['AnimalRights', 'Animals', 'Ethics', 'Sharks']"
573,everyone-should-health-track---self-quantify-49787,"['Health', 'Technology']"
574,should-science-get-more-governmental-funding-7768,"['Politics', 'Ethics', 'Science', 'Moral', 'Philosophy', 'USA']"
575,should-florida-pass-hb-887-(guardianship)-64921,"['Florida', 'Legislation']"
576,is-ai-art-theft-60905,"['AI', 'Art']"
577,should-florida-pass-sb-1178-(condominium-and-cooperative-associations)-64920,"['Condominiums', 'Florida', 'Legislation']"
578,should-florida-pass-sb-1364-(everglades-protection-area)-64919,"['Everglades', 'Florida', 'Legislation']"
579,should-florida-pass-hb-1431-(international-drug-reference-pricing)-64917,"['Health', 'Medicine', 'Florida', 'Legislation']"
580,should-florida-pass-sb-248-(medical-negligence)-64916,"['Health', 'Medicine', 'Florida', 'Legislation']"
581,what-is-the-best-movie-by-dreamworks-animation-58416,"['Movies', 'Dreamworks', 'Shrek', 'Kung', 'Panda']"
582,is-chivalry-sexist-16419,"['Society', 'Gender', 'Women', 'Culture', 'Feminism']"
583,did-the-british-empire-do-more-harm-than-good-to-the-people-it-ruled-over-38709,"['History', 'Imperialism', 'Britain']"
584,are-ufos-real-64046,"['Aliens', 'UFO', 'Extra-terrestial', 'Science']"
585,technological-vs-moral-advancement-64602,"['Morality', 'Technology', 'Humanity', 'Future']"
586,"is-it-responsible-to-have-""conservative""-values-in-politics-35225","['Politics', 'Conservative', 'Democracy']"
587,should-australians-establish-an-aboriginal-and-torres-strait-islander-voice-63303,"['Indigenous', 'Austrailia', 'Voice', 'Equality', 'Race', 'Politics']"
588,was-einstein-sexist-1232,"['Science', 'Sex', 'Einstein', 'History']"
589,should-we-require-major-polluter-nations-to-open-up-their-borders-to-climate-refugees-64463,"['Climate', 'Climate-Change', 'Refugees', 'Pollution']"
590,should-we-create-a-sports-category-that-allows-drug-usage-30664,"['Sports', 'Drugs', 'Competition']"
591,do-ontological-arguments-prove-god-51519,"['God', 'Religion', 'Bible', 'Theism', 'Christianity', 'Islam']"
592,the-second-amendment-to-the-u.s.-constitution-should-be-repealed.-11720,"['USA', 'Law', 'Society', 'Politics', 'Gun', 'Constitution']"
593,does-overturning-roe-v.-wade-undermine-american-legal-and-civil-freedoms-58353,"['Abortion', 'SCOTUS', 'Feminism', 'Privacy', 'Constitution', 'USA']"
594,is-it-ethically-wrong-to-watch-pornography-5428,"['Ethics', 'Sex', 'Feminism', 'Women', 'Internet']"
595,is-capitalism-bad-19392,"['Capitalism', 'Socialism', 'Morality', 'Ethics', 'Philosophy', 'Economics']"
596,has-xi-jinping-been-good-for-china-32636,"['Politics', 'USA', 'China', 'Military', 'International']"
597,is-space-exploration-a-waste-of-money-31484,"['Space', 'Earth', 'Technology']"
598,are-video-games-currently-more-enjoyable-than-board-games-32314,"['Games', 'Entertainment', 'VideoGames']"
599,should-hunger-be-the-first-problem-to-solve-before-all-others-14345,"['Poverty', 'Society', 'Equality', 'Politics']"
600,are-gender-and-sex-the-same-thing-30703,"['Sex', 'Sexuality', 'Gender', 'PoliticalCorrectness']"
601,is-it-racist-to-only-support-business-based-on-owners-race-44612,"['Race', 'Racism', 'Equality']"
602,should-the-police-be-defunded-38284,"['Defund', 'Police', 'Protest', 'Chaz']"
603,online-learning-is-the-future-of-education-41592,"['Online', 'Learning']"
604,rent-control-policies-hurts-housing-affordability-and-should-be-repealed-38534,"['Economics', 'Housing', 'Rentals', 'Apartments']"
605,is-the-original-political-compass-a-useful-tool-31316,"['Politics', 'Test', 'Capitalism', 'Socialism', 'Anarchy', 'Ideology']"
606,is-banning-books-inherently-wrong-26865,"['Literature', 'FreeSpeech']"
607,should-governments-put-a-tax-on-meat-13292,"['Vegan', 'Government', 'Taxation', 'Society', 'Ethics']"
608,"wer-entscheidet-in-einer-freien-und-solidarischen-gesellschaft,-was-produziert-und-wie-das-produzierte-verteilt-wird-31672","['Gesellschaft', 'Klimawandel', 'Distribution', 'Produktion', 'Politik']"
609,is-moana-ok-to-show-in-us-schools-given-the-religious-depictions-30320,"['Moana', 'Movies', 'Religion', '1stAmendment', 'PublicEducation', 'Pantheism']"
610,should-lgbtq+-campaigning-use-the-narrative-that-lgbtq+-people-are-'born-this-way'-2219,"['Gender', 'Sexuality', 'Ethics', 'LGBTQ']"
611,"concerning-vehicles,-are-ethanol-engines-better-for-the-environment-than-electrification-51598","['Vehicles', 'Carbon', 'Ethanol', 'Electrification', 'Battery', 'Fuel']"
612,should-voters-in-the-uk-have-a-final-vote-on-the-brexit-deal-10250,"['Brexit', 'Referendum', 'UK']"
613,should-parents-perpetuate-myths-like-santa-claus-and-the-easter-bunny-to-their-children-32205,"['Christmas', 'Easter', 'Society', 'Parenting', 'Parenthood']"
614,are-free-markets-better-for-humans-than-regulated-markets-7841,"['Economics', 'Politics', 'Society', 'Liberty', 'Markets']"
615,the-government-should-be-mandated-to-provide-people-with-a-boyfriend-or-a-girlfriend-35855,"['Relationship', 'Politics', 'Philosophy']"
616,should-sex-work-be-legal-1413,"['Law', 'Women', 'Sex', 'Feminism', 'Equality']"
617,should-hpv-vaccines-be-provided-free-for-everyone-15695,"['Ethics', 'Sex', 'Medicine', 'Children', 'Health']"
618,is-communism-actually-viable-in-the-usa-16083,"['Politics', 'USA', 'Economics', 'Government', 'Society', 'America']"
619,should-kashmir-be-an-independent-state-24278,"['India', 'Pakistan', 'Politics', 'War']"
620,can-man-and-all-heavenly-beings-belong-to-the-same-species-as-god-55827,"['Religion', 'God', 'Christianity', 'Belief', 'Consciousness', 'Philosophy']"
621,should-school-be-mandatory-until-12th-grade-23318,"['Government', 'Politics', 'School', 'Education', 'Children']"
622,should-abortion-of-disabled-fetuses-be-allowed-for-the-reason-that-the-fetus-is-disabled-32097,"['Abortion', 'Disability', 'HumanRights', 'Parenthood', 'Children', 'Fetus']"
623,personal-and-social-implications-of-fomo-(the-fear-of-missing-out)-64194,['Psychology']
624,amazon-isen-61607,['Amazon']
625,are-human-activities-primarily-responsible-for-global-warming-56207,"['Globalwarming', 'Environemnt']"
626,should-media-organizations-be-penalized-for-spreading-'fake-news'-5848,"['News', 'Law', 'Science', 'Politics', 'Media']"
627,should-democracies-accept-ukrainian-refugees-and-russians-seeking-to-escape-putin's-tyranny-57374,"['Ukraine', 'Russia', 'War', 'Invasion', 'Putin', 'Charity']"
628,should-we-automatically-increase-regulation-as-the-economy-does-better-and-vice-versa-57908,"['Environment', 'Regulation', 'Economy']"
629,is-it-important-to-get-a-college-education-30858,"['Education', 'School', 'College']"
630,are-the-hunter-biden-emails-as-released-by-the-new-york-post-authentic-41503,"['Politics', 'Technology', 'Biden', 'USA', 'Hunter']"
631,ukraine-should-become-a-member-of-eu-57400,"['EU', 'Politics', 'Ukraine', 'Geopolitics']"
632,how-should-we-characterize-the-overthrow-of-yanukovich-in-2014-58951,"['Ukraine', 'Politics']"
633,one-should-vote-yes-on-prop-22-41159,"['California', 'Politics', 'Uber', 'Lyft', 'Apps']"
634,our-perception-as-humans-is-not-necessarily-the-same-as-any-other-human-30317,"['Humans', 'Senses', 'Consciousness']"
635,"can-men-and-women-be-""just-friends""-37741","['Relationships', 'Friends', 'Love', 'Sex']"
636,should-dating-apps-allow-users-to-filter-on-the-basis-of-race-38136,"['Race', 'Relationships', 'Society', 'Technology']"
637,¿para-o-contra-la-implementación-de-un-idioma-universal-19385,"['Idioma', 'Nacionalidad', 'Comunicación', 'Lengua']"
638,is-being-asexual/aromantic-inherently-under-the-lgbt+-umbrella-29608,"['LGBTQ', 'Gender', 'SocialJustice', 'Equality']"
639,is-chess-a-sport-59931,"['Chess', 'Sports']"
640,does-pineapple-belong-on-pizza-10104,"['Food', 'Pizza', 'Hawaiian', 'Pineapple']"
641,should-vaping-be-banned-39535,"['Vaping', 'Smoking', 'Health', 'Technology', 'Tobacco', 'Drugs']"
642,who-founded-rock-music-63885,['Music']
643,"does-the-bible-describe-earth,-not-as-a-sphere,-but-as-a-disc-covered-by-a-solid-dome-37217","['Cosmology', 'Bible', 'Religion', 'Christianity', 'Earth', 'Space']"
644,should-corporal-punishment-be-allowed-in-schools-64220,"['School', 'Punishment', 'Students', 'Teachers']"
645,should-the-european-union-legalize-marijuana-17773,"['Medicine', 'Law', 'Policy', 'Marijuana', 'EU', 'Europe']"
646,free-speech-on-the-internet:-should-internet-companies-deny-service-to-white-supremacists-2867,"['FreeSpeech', 'WhiteSupremacy', 'NoPlatforming', 'Politics', 'USA', 'Law', 'Ethics']"
647,will-the-future-be-better-than-the-present-24172,"['Future', 'Technology', 'Society']"
648,should-religion-be-allowed-in-public-spaces-22421,"['Religion', 'Secularism', 'Freedom', 'Public']"
649,the-usa-will-continue-to-have-an-automobile-based-transportation-system-for-the-next-200-years.-59220,"['Automobile', 'Future', 'Planning', 'Transportation', 'Design']"
650,what-are-the-necessary-conditions-for-genuine-science-59916,"['Philosophy', 'History', 'Science']"
651,should-we-have-a-100%-inheritance-tax-444,"['EconomicInequality', 'Politics', 'Economics', 'Taxation']"
652,governments-should-impose-methods-of-population-control.-4615,"['Ethics', 'Health', 'Politics', 'Population', 'Government']"
653,what-should-an-lgbt+-inclusive-curriculum-for-secondary-school-teach-51987,"['LGBTQ', 'LGBT', 'Education', 'Sociology', 'History', 'Philosophy']"
654,does-tiger-parenting-do-more-harm-than-good-22035,"['Parenting', 'Ethics', 'Children', 'Education']"
655,should-the-idea-of-“countries”-be-abolished-64023,"['Countries', 'Country', 'Sovereignty', 'Borders', 'Abolish']"
656,does-transgenderism-exist-18381,"['Transgender', 'Gender', 'Sex']"
657,should-we-get-rid-of-paper-money-48195,"['Money', 'Economy', 'Debate']"
658,can-creativity-be-enhanced-by-technology-57196,"['Creativity', 'Technology', 'Technologies', 'Humans']"
659,mark-twain-used-the-n-word-in-the-adventures-of-huckleberry-finn.-should-it-be-censored-1926,"['USA', 'Slavery', 'Censorship', 'Race', 'Education', 'America']"
660,what-is-the-best-game-in-the-halo-franchise-39685,"['Halo', 'Gaming', 'Games', 'Xbox']"
661,does-mass-legal-immigration-hurt-america-64336,"['Immigration', 'America', 'UnitedStates', 'Politics']"
662,should-india-take-a-conciliatory-stance-with-canada-over-the-alleged-murder-of-hardeep-singh-nijjar-64042,"['India', 'Canada', 'IR', 'Politics', 'Terrorism', 'Seperatists']"
663,what-is-the-best-method-for-solving-a-rubik's-cube-18150,['Cubing']
664,is-the-collapse-of-the-silicon-valley-bank-the-start-of-a-banking-crisis-62084,"['Bank', 'Crisis', 'Finance', 'Technology']"
665,which-political-party-is-best-for-america-32876,"['Politics', 'USA', 'Democrats', 'Republicans', 'Elections', 'America']"
666,will-we-ever-have-world-peace-41566,"['SocialJustice', 'World', 'Happiness']"
667,are-teacher-and-student-relationships-wrong-39205,"['HumanRights', 'Politics', 'Relationships']"
668,is-having-children-a-bad-idea-in-today's-times-13236,"['Environment', 'Children', 'Humans', 'ClimateChange', 'Poverty', 'Economics']"
669,should-the-united-states-have-universal-basic-income-53298,"['Politics', 'Welfare', 'People']"
670,does-gender-stereotyping-children-need-to-stop-18429,"['Society', 'Gender', 'Children', 'Equality', 'EqualOpportunity']"
671,should-zoos-be-illegal-(excluding-rescue-zoos)-34942,"['Zoos', 'Animals', 'Empathy']"
672,should-all-inheritance-be-seized-by-the-state-and-auctioned-61939,"['Money', 'Taxation', 'Taxes', 'Tax', 'Inheritance']"
673,"should-the-us-remove-confederate-memorials,-flags,-and-monuments-from-public-spaces-2408","['Politics', 'Ethics', 'USA', 'History', 'Monuments', 'CurrentEvents', 'Statues']"
674,separación-de-la-iglesia-y-la-escuela-en-república-dominicana.-46957,"['Religion', 'Dominican', 'Republicans', 'Republica', 'Dominicana', 'Educación']"
675,"is-christian-domestic-discipline-right,-and-is-it-what-the-bible-really-suggests-37485","['Ethics', 'Christianity', 'Religion', 'Relationship', 'Bible', 'God']"
676,is-porn-beneficial-6466,"['Sex', 'Morality', 'Health', 'Entertainment', 'Gender']"
677,is-love-positive-and-necessary-for-all-humans-13365,"['Philosophy', 'Life', 'Relationships']"
678,will-covid19-bring-lasting-environmental-changes-34939,"['Climate', 'Environment', 'Coronavirus', 'Covid19']"
679,is-saying-#alllivesmatter-instead-of-#blacklivesmatter-better-11037,"['Ethics', 'AfricanAmericans', 'Race', 'Racism']"
680,is-transhumanism-going-to-be-the-next-step-in-human-evolution-13564,"['AI', 'Evolution', 'Humans', 'Society']"
681,should-religious-education-be-compulsory-in-public-schools-14956,"['Ethics', 'Education', 'School', 'Children', 'Religion']"
682,should-psychiatrists-be-allowed-to-diagnose-trump-16244,"['Trump', 'USA', 'Politics', 'Psychology', 'Ethics', 'Government']"
683,how-should-europe-deal-with-refugees-from-africa-and-the-near/middle-east-946,"['Refugees', 'Politics', 'Europe']"
684,should-european-monarchies-be-abolished-2206,"['Europe', 'Monarchy', 'Politics']"
685,should-quebec-become-independent-6980,"['Politics', 'Law', 'World']"
686,is-cancel-culture-beneficial-to-society-39515,"['Society', 'Culture', 'Media']"
687,all-us-and-eu-sanctions-imposed-on-russia-since-2014-should-be-lifted-25506,"['Russia', 'US', 'EU', 'Politics', 'Europe']"
688,should-trump-be-impeached-and-removed-from-office-5601,"['Politics', 'Trump', 'Ethics', 'USA']"
689,in-case-aliens-exist:-should-we-say-hello-5548,"['Philosophy', 'Aliens', 'Science', 'SciFi']"
690,is-deliberately-not-preventing-someone's-death-ethically-equivalent-to-killing-them-27064,"['Philosophy', 'Medicine', 'Morality', 'Ethics']"
691,should-a-global-curfew-be-introduced-to-stop-covid-19-34523,"['Coronavirus', 'COVID-19']"
692,is-the-state-necessary-and-beneficial-to-society-18597,"['Politics', 'Society', 'Government']"
693,"homosexuality,-should-it-be-legal-30551","['Homosexuality', 'Political']"
694,should-same-sex-marriage-be-legalised-in-australia-3353,"['Law', 'Australia', 'Gender', 'Politics']"
695,should-humans-prefer-cats-over-dogs-31829,"['Subjectivity', 'Cats', 'Dogs', 'Animals', 'Pets']"
696,periodic-lockdowns-should-be-planned-as-emergency-measures-to-fight-climate-change-36808,"['Lockdown', 'ClimateChange']"
697,what-is-the-best-way-to-learn-48142,"['Education', 'Learning', 'Student', 'Advice', 'Self-growth']"
698,governments-should-allow-people-to-use-education-taxes-as-vouchers-for-private-schools.-19153,"['USA', 'Government', 'Society']"
699,"banning-semi-automatic-""assault-style""-rifles-will-do-nothing-to-reduce-gun-violence-55553","['Guns', 'GunLaw', 'Politics', 'USA']"
700,should-humanity-establish-colonies-on-mars-2495,"['Space', 'Technology', 'Life', 'Science', 'Spaceexploration']"
701,the-libertarian-solution:-can-people-govern-themselves-12278,"['Libertarian', 'Government', 'Freedom', 'Capitalism', 'Politics']"
702,should-graphic-warning-images-be-removed-from-cigarette-packaging-1383,"['Smoking', 'Politics', 'EU', 'Europe']"
703,does-homophobia-originate-in-gender-inequality-41695,"['LGBTQ', 'Feminism', 'Religion', 'Psychology', 'Sociology', 'Gay']"
704,"after-the-islamic-republic-era,-what-governing-system-should-iran-adopt-64268","['Politics', 'Society', 'Government', 'Democracy', 'HumanRights']"
705,coolest-superhero-power-for-real-life-29271,"['SciFi', 'Comics', 'Marvel', 'Fandom', 'Superheroes', 'Entertainment']"
706,which-is-the-coolest-sci-fi-weapon-14232,"['Science', 'Entertainment', 'Space', 'SciFi', 'ScienceFiction']"
707,should-scientific-studies-be-available-free-of-charge-44009,"['Science', 'Studies', 'Information']"
708,who-was-jesus-of-nazareth-27023,"['Religion', 'History', 'Christianity']"
709,should-hasina-resign-in-light-of-the-bangladesh-protests-63675,"['Bangladesh', 'Protests', 'Politics', 'Advocacy']"
710,is-mail-in-voting-the-best-way-to-vote-in-us-elections-40327,"['Voting', 'Vote', 'Elections']"
711,should-scientists-be-evaluated-by-the-number-of-their-scientific-papers-and-citations-35161,"['Science', 'Journals', 'Academia', 'Fakenews', 'Fraud']"
712,is-science-political-3615,"['Politics', 'Science', 'Power', 'Knowledge', 'Bias']"
713,does-it-make-sense-to-change-india's-official-name-to-bharat-64328,"['India', 'Politics']"
714,should-the-government-provide-funding-for-arts-programs-9563,"['Art', 'Government', 'Economics', 'Education']"
715,would-teleportation-be-beneficial-if-it-existed-29262,"['Information', 'Limitation', 'Ethics', 'Future', 'Technology', 'SciFi']"
716,should-covid-19-vaccines-be-mandatory-39517,"['Coronavirus', 'COVID-19', 'Vaccines']"
717,how-can-truth-be-salvaged-in-an-era-of-post-truth-politics-52094,"['Philosophy', 'Postmodernism', 'History', 'Science', 'Society', 'Sociology']"
718,should-the-us-forgive-student-loan-debt-for-all-10154,"['Society', 'Politics', 'Education', 'Economics', 'USA']"
719,is-mass-immigration-into-europe-a-positive-thing-for-indigenous-europeans-18085,"['Politics', 'Society', 'Democracy', 'HumanRights', 'Government']"
720,can-anything-be-proven-without-assumption-31639,"['Philosophy', 'Truth', 'CriticalThinking']"
721,are-electric-cars-bad-for-the-environment-50734,"['Enviroment', 'Cars', 'Renewables']"
722,should-hate-speech-be-illegal-6148,"['Politics', 'Law', 'Ethics', 'FreeSpeech', 'Freedom', 'HumanRights']"
723,does-the-us-need-to-fix-its-patenting-system-10240,"['Patent', 'Law', 'IP', 'USA', 'Technology']"
724,should-australia-become-a-republic-7584,"['Politics', 'Australia', 'Republic']"
725,are-the-rules-of-the-us-criminal-justice-system-fair-15002,"['Law', 'Government', 'Ethics', 'Society', 'Policy']"
726,should-ukraine-surrender-in-order-to-save-lives-57604,"['Ukraine', 'Russia', 'War']"
727,social-media-sites-should-prioritise-posts-and-accounts-that-raise-awareness-on-the-israel-palestine-conflict.-64240,"['SocialMedia', 'Israel', 'Palestine', 'News', 'Conflict']"
728,is-science-akin-to-religion-32184,"['Science', 'Religion', 'Faith']"
729,are-we-becoming-increasingly-more-intelligent-than-previous-generations-35336,"['Intelligence', 'IQ', 'Flynn', 'Effect']"
730,which-one-is-more-accurate:-rationalism-or-empiricism-18944,"['Philosophy', 'Epistemology', 'Rationality']"
731,how-heavily-should-governments-enforce-regulations-51567,"['Politics', 'UnitedStates', 'Constitution', 'Rights', 'Philosophy']"
732,should-china-pay-reparations-for-the-spread-of-coronavirus-36403,"['Coronavirus', 'Pandemic', 'China']"
733,transparent-ai-61142,"['AI', 'Transparency']"
734,is-the-principle-of-pet-ownership-vegan-37726,"['Ethics', 'Animals', 'Equality']"
735,are-jehovah's-witnesses-the-most-accurate-church-43108,"['Religion', 'Christianity', 'Bible', 'Watchtower', 'Unitarian', 'Trinity']"
736,should-the-constitution-be-redrafted-and-rewritten-4201,"['Politics', 'Law', 'USA', 'Constitution']"
737,should-neopronouns-be-officially-integrated-into-the-english-language-64055,"['Gender', 'Ethics', 'Language', 'LGBTQ']"
738,does-pastafarianism-deserve-the-same-rights-as-other-religions-18098,"['Religion', 'Philosophy', 'Ethics', 'Atheism', 'Secularism']"
739,is-killing-vampires-immoral-4839,"['Ethics', 'Fandom', 'Morality', 'Entertainment']"
740,should-western-nations-roll-back-all-personnel-and-aid-from-niger-following-the-coup-63663,"['Niger', 'Africa', 'Europe', 'Coup', 'Military', 'Democracy']"
